id,source,sentence_1,sentence_2,label,binary-label
boostcamp-sts-v1-train-8448,petition-sampled,정의를 위해 나를 벌주시오.,미래를 위해 소년법을 폐지해 주세요.,0.0,0.0
boostcamp-sts-v1-train-8449,nsmc-sampled,올해 쓰레기 드라마에서 유일하게 좋은 배우들,졸업하기 전에 좋은 영화를 보게 되어 기쁘다.,0.2,0.0
boostcamp-sts-v1-train-8450,slack-sampled,날짜를 잡으면 너무 미안해 (Crying),간만에 추억 소환 되어서 너무 좋았습니다 ㅠㅠ!!,0.0,0.0
boostcamp-sts-v1-train-8451,nsmc-sampled,너무 잔인해. 이해하기 어렵다,중간에 너무 잔인했어요.,2.4,0.0
boostcamp-sts-v1-train-8452,petition-sampled,보육교사의 인권을 지켜주세요.,보육교사의 인권을 존중해주세요.,3.4,1.0
boostcamp-sts-v1-train-8453,nsmc-rtt,청춘이라는 단어를 생각하게 하는 영화!,청춘이라는 단어를 떠올리게 하는 영화!,4.4,1.0
boostcamp-sts-v1-train-8454,petition-sampled,광주에서 폭력적인 글을 올리는 것을 멈춰주세요.,그러니 조두순에 대한 글을 그만 올려라.,0.4,0.0
boostcamp-sts-v1-train-8455,petition-rtt,공군 예비역 장교 병역 도로 변경 요청,공군 예비역 장교들이 입대 경로 변경을 요청하다,4.0,1.0
boostcamp-sts-v1-train-8456,nsmc-sampled,헛되이 살았다는 것을 오늘 꾸짖듯 삶의 엄중함을 일깨워 주었다.,가족과 사춘기의 중요성을 일깨우기 위한 속임수!!!,0.4,0.0
boostcamp-sts-v1-train-8457,slack-sampled,수고하셨습니다!,좋은 프로그램을 만들어 주셔서 감사합니다!,2.4,0.0
boostcamp-sts-v1-train-8458,petition-sampled,수능 과학고사의 방향성을 재검토해야 한다.,문재인 정부의 부동산 대책은 철저히 검토해야 한다.,0.6,0.0
boostcamp-sts-v1-train-8459,petition-rtt,기간제 1급 교사의 불합리한 자격 제한,기간제 1급 교사의 불합리한 자격 제한,4.0,1.0
boostcamp-sts-v1-train-8460,slack-rtt,스노클링 갈때 여기서 무스비 사와 하하,스노클링을 하러 가면 여기서 무스비를 사세요.,3.8,1.0
boostcamp-sts-v1-train-8461,nsmc-sampled,나는 좋은 평점을 받지 못한다.,그냥 재미있다. 평점이 왜 이렇게 낮죠?,2.4,0.0
boostcamp-sts-v1-train-8462,petition-sampled,나는 엄마를 찾고 싶다.,돌아가신 부모님을 뵙고 싶습니다.,0.2,0.0
boostcamp-sts-v1-train-8463,nsmc-sampled,"제목은 기술자이고, 시나리오는 초보자가 썼다.",영화는 재테크 수단이 아니다.,0.0,0.0
boostcamp-sts-v1-train-8464,nsmc-sampled,뒷담화는 그냥 뒷담화만 해요.,현실적이고 차분한 비극,0.0,0.0
boostcamp-sts-v1-train-8465,petition-sampled,국유지를 임차한 후 전대하여 이익을 얻는 자에 대한 처벌,촛불집회에서 무력진압을 계획한 기무사를 지켜준 SBS에 감사하라!,0.0,0.0
boostcamp-sts-v1-train-8466,slack-rtt,허먼 밀러가 헤드레스트에 도착했습니다!,허먼 밀러 헤드레스트가 도착했습니다!,4.2,1.0
boostcamp-sts-v1-train-8467,petition-sampled,나는 GP의 철회에 반대한다.,지금 GP 탈퇴는 뭐야? 나는 GP의 철회에 반대한다.,3.6,1.0
boostcamp-sts-v1-train-8468,nsmc-sampled,아이들이 나이에 상관없이 볼 수 있는 빠른 애니메이션,어렸을 때 엄마와 영화관에서 본 최고의 애니메이션,0.8,0.0
boostcamp-sts-v1-train-8469,petition-rtt,결심공판에서 이재용 삼성 부회장을 파면하지 말아주시길 간곡히 부탁드립니다.,이재용 삼성전자 부회장에게 (상고심 판결을) 기각하지 말아 달라고 간곡히 간청한다.,4.0,1.0
boostcamp-sts-v1-train-8470,nsmc-sampled,스릴러 그리고 형제같은 짬뽕;;,교과서적인 스릴러 영화,1.4,0.0
boostcamp-sts-v1-train-8471,nsmc-rtt,성유리만 예뻐요.휴,유리만 예뻐요.흠.,4.2,1.0
boostcamp-sts-v1-train-8472,slack-sampled,예전에 롯데호텔에서 그 주스 기계를 봤는데 너무 맛있어서 깜짝 놀랐던 기억이 난다.,어색한 내선번호로 하고 있었는데 기능이 있어요.,0.4,0.0
boostcamp-sts-v1-train-8473,slack-sampled,우리는 같은 팀이라서 당신과 계속 함께 할 수 있어서 행복해요.,우리 회사에서 같이 일하게 되어 신기하고 좋았어요.,1.4,0.0
boostcamp-sts-v1-train-8474,slack-rtt,확인해주세요.,확인해주세요.,4.0,1.0
boostcamp-sts-v1-train-8475,slack-sampled,참고로 우리 애들은 줄 서서 먹어요. ㅋㅋㅋ,아내 덕분에 나는 웃음을 터뜨렸다. ㅎㅎ,0.0,0.0
boostcamp-sts-v1-train-8476,slack-sampled,우리 함께 한강 달리기를 해요!,"그럼 단체복으로 주문합시다. 가, 가!",0.2,0.0
boostcamp-sts-v1-train-8477,petition-sampled,합리적인 부동산 정책,강남 아파트 급증과 관련된 부동산 정책,1.2,0.0
boostcamp-sts-v1-train-8478,nsmc-sampled,나는 프랑스 영화를 좋아하게 되었다.,그것은 유럽 영화들이 비난받고 있다는 것을 의미한다.,0.4,0.0
boostcamp-sts-v1-train-8479,nsmc-rtt,이 세상에서 나를 제대로 살게 해줄 사람은 너뿐이라는 걸 알아 후회 없이 살려면 널 안아줘야겠지만 난 널 위해 떠날 거야,"이 세상에서 날 제대로 살게 해줄 사람은 너밖에 없다는 걸 알아. 내가 그것을 붙잡아야 후회 없이 살 수 있지만, 나는 너를 위해 떠날 거야.",3.6,1.0
boostcamp-sts-v1-train-8480,slack-sampled,슬랙의 몇 마디 말이라 언젠가 만나면 좋겠다고 생각했는데 오늘 편하게 대화할 수 있어서 좋았어.,"오랜만에 만나서 반가웠지만, 네가 궁금해하는 것들에 대해 재미있게 이야기할 수 있어서 좋았어!",2.6,1.0
boostcamp-sts-v1-train-8481,petition-sampled,평창올림픽 국민통합에 관한 대통령 담화,북한은 피를 흘리지 않고 평창 올림픽에 들어간다.,0.6,0.0
boostcamp-sts-v1-train-8482,slack-sampled,나는 연휴 동안 읽고 공유하고 싶은 문구들을 많이 가져올 것이다.,"50분 동안 많은 콘텐츠를 취재했는데, 개발자들이 전체 내용을 보면 좋을 것 같습니다.",0.0,0.0
boostcamp-sts-v1-train-8483,petition-sampled,3층에 있는 점원 사무실의 코드북을 사고 싶습니다.,사라질 위기에 처한 새마을호 열차에 주목해주시기 바랍니다.,0.0,0.0
boostcamp-sts-v1-train-8484,nsmc-sampled,그것이 진정으로 믿어지는 것처럼 보이는 것은 아름답다.,자유와 사랑을 꿈꾸는 사람이면 좋겠다. 세상은 참으로 아름답다.,1.2,0.0
boostcamp-sts-v1-train-8485,petition-sampled,"대통령님, 담뱃값 좀 낮춰주세요.","대통령님, 노동법을 강화하세요.",0.2,0.0
boostcamp-sts-v1-train-8486,nsmc-sampled,정말 재미있게 봤어요.,정말 재미있었어요.,3.8,1.0
boostcamp-sts-v1-train-8487,nsmc-rtt,그 내용은...,그 이야기는...,4.2,1.0
boostcamp-sts-v1-train-8488,slack-sampled,그동안 더블파 2개로 인간미를 뽐냈다.,나는 이 모든 귀중한 글들을 모아 책으로 엮었다.,0.0,0.0
boostcamp-sts-v1-train-8489,nsmc-sampled,크레이지 뷰티풀 영화 전체 제목 선정은 정말 잘한 것 같아요. 미치도록 아름답다.,모텔 영화 아이덴티티보다 긴장감이 더 큰 것 같아.,0.0,0.0
boostcamp-sts-v1-train-8490,nsmc-sampled,이게 얼마나 말이 됩니까?,그것은 어느 정도 이치에 맞아야 한다.,3.2,1.0
boostcamp-sts-v1-train-8491,slack-sampled,"우리는 프로젝트, 대학원 등에 대해 많은 이야기를 나누었다.",우리는 회사 이야기와 학회 등 재미있는 비하인드 스토리를 많이 했어요!,2.6,1.0
boostcamp-sts-v1-train-8492,nsmc-sampled,"오, 내가 나쁜 코미디를 웃기려고 할 때는 알지만, 웃을 수가 없어.",하나도 안 웃겨.재미없어요.,2.4,0.0
boostcamp-sts-v1-train-8493,nsmc-sampled,네이버 평점이 뭐가 문제야? 궁금하시죠? 궁금하면 하나!,평점이 왜 이렇게 높죠?,1.2,0.0
boostcamp-sts-v1-train-8494,slack-sampled,"점심 맛있게 드세요, 여러분!",나중에 같이 식사해요.,1.4,0.0
boostcamp-sts-v1-train-8495,slack-sampled,야식을 먹고 열심히 일하세요! 파이팅!,"오, 귀여워!",0.0,0.0
boostcamp-sts-v1-train-8496,slack-sampled,저는 이 제품을 많이 찾고 있었습니다.,이것은 우리가 이야기하던 상황입니다.,0.0,0.0
boostcamp-sts-v1-train-8497,nsmc-rtt,난 널 구하지 않았어...,구할 수가 없었어요.,0.0,0.0
boostcamp-sts-v1-train-8498,slack-rtt,검색해보니 큰 게임 콜라보레이션 상품이었어.,찾아보니 왕젬의 콜라보레이션 제품이었어요.,4.2,1.0
boostcamp-sts-v1-train-8499,slack-sampled,와! 너 정말 첫 캠핑을 시작했구나!ㅎㅎ,내 머리카락이 금방 다시 촘촘해졌어!,0.0,0.0
boostcamp-sts-v1-train-8500,petition-sampled,직선적으로 총리를 선출하라!,교육부 장관도 똑바른 사람이 되어야 한다.,0.6,0.0
boostcamp-sts-v1-train-8501,slack-sampled,행복한 하루 보내시고 즐거운 휴일 보내시길 바랍니다!!,좋은 하루와 좋은 주말 보내세요!,3.4,1.0
boostcamp-sts-v1-train-8502,petition-rtt,국회 해산 및 국회의원 위임권,국회 해산 및 의원 파면 위임권,3.4,1.0
boostcamp-sts-v1-train-8503,nsmc-sampled,지금 보면...특별한 자극은 없다.,상상력의 공간.하지만 별거 아니야;;,1.8,0.0
boostcamp-sts-v1-train-8504,nsmc-sampled,정말 어이없는 일이에요. 너무 감동적이고 슬프다.,나는 너무 슬프고 감동적이어서 계속 울었다.,2.8,1.0
boostcamp-sts-v1-train-8505,slack-rtt,"어쨌든, 다음 스케줄이 빠듯해서, 우리는 다음에 저녁을 먹으면서 더 많은 이야기를 나누기로 했다.","두 사람의 다음 일정은 빠듯했으면 좋겠는데, 다음부터는 식사를 하면서 더 많은 이야기를 나누기로 했다.",3.2,1.0
boostcamp-sts-v1-train-8506,petition-sampled,학생들에게도 자유를 주세요!!!,제발 1주택자를 지켜주세요!!!!!,0.0,0.0
boostcamp-sts-v1-train-8507,nsmc-sampled,오랜만에 웃어요~~,오랜만에 많이 웃었어!,3.8,1.0
boostcamp-sts-v1-train-8508,slack-sampled,건강에 유의하세요,비를 조심하세요!,1.6,0.0
boostcamp-sts-v1-train-8509,slack-sampled,난 네가 맞힐 거라고 확신해!!!,힘내세요!,0.0,0.0
boostcamp-sts-v1-train-8510,nsmc-sampled,하지만 너무 무섭게 울어,나는 울면서 너무 감동받았어.,0.4,0.0
boostcamp-sts-v1-train-8511,nsmc-sampled,리뷰를 보러 갔는데 진짜.,애니메이션 버전을 봤는데 정말 슬프다.,0.0,0.0
boostcamp-sts-v1-train-8512,nsmc-sampled,하지만 그것은 단지 재미있는 영화가 아니다.,그것은 단지 에로틱한 영화가 아니다.,1.4,0.0
boostcamp-sts-v1-train-8513,nsmc-rtt,누군가를 따뜻하게 안아줬더라면 그랬을 것 같지 않은데 피해자가 더 고통스러워하는 게 안타깝습니다.,내가 누군가를 따뜻하게 안아줬다면 그런 일은 없었을 텐데 피해자가 더 고통스러워할 것 같아 슬프다.,3.8,1.0
boostcamp-sts-v1-train-8514,nsmc-rtt,제목만 놓고 보면 장르가 무섭다는 느낌이 든다.,제목만 봐도 공포 장르인 것 같아요.,3.4,1.0
boostcamp-sts-v1-train-8515,petition-sampled,"나는 영어를 듣고 싶어, 시험이 아니라 진짜 영어야.",지방선거에서 서울에 투표하는 이유를 묻고 싶다.,0.0,0.0
boostcamp-sts-v1-train-8516,petition-rtt,국민 청원을 모든 국민이 함께 할 수 있는 공간으로 만들자.,국민 청원을 온 국민이 함께 할 수 있는 공간으로 만들자.,4.0,1.0
boostcamp-sts-v1-train-8517,slack-sampled,즐거운 백스였다.,<PERSON> 님과 즐거운 백스였습니당!!ㅋㅋ,2.4,0.0
boostcamp-sts-v1-train-8518,petition-sampled,발로 디자인해도 725억원보다 더 잘 만들 수 있다.,나는 아이핀보다 이메일이 더 편하다.,0.0,0.0
boostcamp-sts-v1-train-8519,nsmc-sampled,영화 시청률 쓴 사람들이 왜 이렇게 웃기지?,비평가들의 의견은 어때서?,0.6,0.0
boostcamp-sts-v1-train-8520,slack-rtt,다음에 또 봐요.,다음에 또 봐요.,3.4,1.0
boostcamp-sts-v1-train-8521,nsmc-sampled,슈퍼맨 시리즈 중 최악,링 시리즈 중 최악이야,1.0,0.0
boostcamp-sts-v1-train-8522,nsmc-rtt,미디어가 사람들을 어떻게 만드는지 보여주는 영화,미디어가 사람들을 어떻게 만드는지 보여주는 영화,4.6,1.0
boostcamp-sts-v1-train-8523,slack-sampled,세계 1위는 언제나 흥미진진하다.,세계에서 가장 높고 힘든 세계 #1 자전거 업힐코스.,0.8,0.0
boostcamp-sts-v1-train-8524,petition-rtt,북한이 비핵화 입장을 번복한 진상을 알아본다.,비핵화 입장을 번복한 북한의 진실을 파헤친다.,3.4,1.0
boostcamp-sts-v1-train-8525,slack-sampled,인턴십 끝날 때까지 화이팅^^,끝까지 파이팅!,3.0,1.0
boostcamp-sts-v1-train-8526,petition-sampled,강서구 PC방 살인사건,강서구 PC방 살인사건 피의자,2.6,1.0
boostcamp-sts-v1-train-8527,petition-sampled,국민 여러분의 의무를 다하실 때 국가가 국민에 대한 책임을 다해주셨으면 좋겠습니다.,모든 국민의 국방의무의 공평한 부과와 이행을 위한 대안이 논의되어야 한다.,1.5,0.0
boostcamp-sts-v1-train-8528,petition-sampled,도쿄 올림픽 남북 단일팀 없음!!,평창올림픽 단일팀 꼭 만들어주세요.,0.8,0.0
boostcamp-sts-v1-train-8529,nsmc-sampled,그것을 보고 나니 기분이 좋다.,잔잔하고 잔잔하다.,2.6,1.0
boostcamp-sts-v1-train-8530,nsmc-sampled,내용이 좋지 않다. 그냥 정말 지루해.,처음에는 지루했다.,2.8,1.0
boostcamp-sts-v1-train-8531,slack-sampled,힘들겠지만 많이 안아줘 ^^,좋은 하루 되세요.^^,0.0,0.0
boostcamp-sts-v1-train-8532,petition-sampled,보건복지부 장관의 해임을 호소합니다.,박상기 법무장관의 해임을 청원합니다.,1.2,0.0
boostcamp-sts-v1-train-8533,nsmc-sampled,엄마가 특별출연하셨다.,그들은 또한 그것을 좋아하지 않았다.,0.0,0.0
boostcamp-sts-v1-train-8534,petition-sampled,기본소득형토지소유세,1가구 2주택 양도소득세,0.2,0.0
boostcamp-sts-v1-train-8535,petition-sampled,의회의 임기를 단축하는 것을 고려해 주세요.,국회의원 배지 개선 부탁 드립니다!,0.2,0.0
boostcamp-sts-v1-train-8536,slack-rtt,하지만 이야기에 몰입하느라 인증샷을 찍는 것을 잊었다.,하지만 나는 그 이야기에 너무 빠져서 사진 찍는 것을 잊었다.,3.4,1.0
boostcamp-sts-v1-train-8537,petition-sampled,8월 24일 마감 요청합니다.,백화점은 매주 일요일에 두 번 문을 닫도록 의무화해 주세요.,0.4,0.0
boostcamp-sts-v1-train-8538,slack-sampled,용기를 내어 발표해 주신 캠핑카에게 감사와 격려를 부탁드립니다!,그리고 캡처를 올려주시면 더욱 감사하겠습니다!,0.0,0.0
boostcamp-sts-v1-train-8539,slack-rtt,(10시간짜리도 있어요. (웃음),(10시간짜리 버전도 있어요. (웃음),3.6,1.0
boostcamp-sts-v1-train-8540,nsmc-sampled,초등학생이 대본을 쓴 것처럼.,그 영화는 과소평가되었다.,0.2,0.0
boostcamp-sts-v1-train-8541,petition-rtt,암호화폐 거래 폐지에 반대하는 공식 링크입니다!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,암호화폐 거래 폐지에 반대하는 공식 링크입니다!,3.8,1.0
boostcamp-sts-v1-train-8542,petition-sampled,통통한 생명보험을 교체해 주세요.,J. 스테판 상장 폐지 그만하세요.,0.0,0.0
boostcamp-sts-v1-train-8543,slack-rtt,아... 자세히 읽어보니 갑자기 코로나19가 와도 잘 할 수 있을 것 같은 자신감이 생겨요!!!!!!!,아.. 잘 읽어보니 갑자기 코로나가 와도 잘 할 수 있다는 자신감이 생겼어...!!!!!,3.8,1.0
boostcamp-sts-v1-train-8544,petition-sampled,가습기 살균제 피해자에 대한 의료 지원을 부탁드립니다.,가습기 살균제 참사의 주범 SK케미칼에 대한 수사 부탁드립니다!,1.0,0.0
boostcamp-sts-v1-train-8545,nsmc-sampled,나는 돈을 조금 더 썼어야 했다.,돈이 많이 든 것 같아요. 좀 실망스럽네요.,0.6,0.0
boostcamp-sts-v1-train-8546,petition-sampled,어딜 감히! 어딜 감히!,제발 그것을 폐지해 주세요! 이건 너무해!,0.2,0.0
boostcamp-sts-v1-train-8547,nsmc-sampled,하늘오빠 face 굿!!!,마지막 ost까지 굿 !!!!,0.8,0.0
boostcamp-sts-v1-train-8548,nsmc-sampled,보면 볼수록 빠져들어요.,개인적으로 좀 지겨워요.,0.2,0.0
boostcamp-sts-v1-train-8549,petition-rtt,음주운전과 심신미약에 대한 처벌 강화,음주운전 처벌 강화와 함께 심신미약,4.4,1.0
boostcamp-sts-v1-train-8550,slack-sampled,10년이 지난 것 같다.,하하... 가슴이 찢어지는 영상이야.,0.0,0.0
boostcamp-sts-v1-train-8551,slack-sampled,"어, 내일 바로 충전할게요(울면서)",오늘 저희가.,0.0,0.0
boostcamp-sts-v1-train-8552,slack-sampled,나는 네가 오늘 밖에 나가길 바란다.,올해는 가자.,0.0,0.0
boostcamp-sts-v1-train-8553,slack-sampled,어느 정도 업데이트해야 적절한가요?,랩톱을 다시 시작하는 것이 유일한 해결책입니까?,0.0,0.0
boostcamp-sts-v1-train-8554,petition-sampled,암호화폐 거래소는 폐지되어야 한다.,암호화폐 거래소는 즉시 폐지되어야 한다.,4.0,1.0
boostcamp-sts-v1-train-8555,nsmc-sampled,"올해, 영월은 나의 여행 순위이다.",바슈는 제가 어렸을 때 제 우상이었어요.,0.0,0.0
boostcamp-sts-v1-train-8556,slack-sampled,나는 나중에 한국에 와서 너를 보기로 했어!,우리는 다음에 서울에서 만날 시간을 갖기로 했다.,2.4,0.0
boostcamp-sts-v1-train-8557,nsmc-sampled,V LIVE라서 재밌어요.,--; 너무 지루해,0.2,0.0
boostcamp-sts-v1-train-8558,slack-sampled,이제 나는 내 보라색 맨투맨을 세탁할 수 있어.,힘을 얻을 수 있는 시간이었다.,0.0,0.0
boostcamp-sts-v1-train-8559,nsmc-sampled,처음에 귀신이 나왔는데 무작위로 나왔는데...ㅎㅎ,"하지만, 음, 제작은 좀...",0.6,0.0
boostcamp-sts-v1-train-8560,slack-rtt,좋은 하루 되세요!,좋은 하루 되세요!,4.0,1.0
boostcamp-sts-v1-train-8561,petition-sampled,강원랜드는 특검이 되어야 한다.,강원랜드 스태프분들 벌칙 좀 해주세요.,1.4,0.0
boostcamp-sts-v1-train-8562,slack-sampled,[FAN ID]와 양재주민 꽃구경 및 공동보행,<PERSON> 님과 함께 밥 스테이지를 진행했습니다,1.0,0.0
boostcamp-sts-v1-train-8563,nsmc-sampled,제이슨 리는 훌륭한 배우이다.,나는 제이슨 스타드를 사랑해!,1.2,0.0
boostcamp-sts-v1-train-8564,petition-rtt,안전벨트 클립 불법사용 대책 등록특허 의무실시,안전벨트 클립은 불법사용에 대한 특허의 의무등록을 촉진한다.,4.2,1.0
boostcamp-sts-v1-train-8565,slack-sampled,온라인 탑승 시간이 한 달이 지났다는 사실에 놀랐다.,"온라인 보딩에서 잠깐 만난 이후로 처음 대화하는 거였는데, 정말 즐거웠어.",1.0,0.0
boostcamp-sts-v1-train-8566,nsmc-sampled,제목만 봐도 보기 싫은 영화.,시간이 지날수록 기분이 나빠지는 영화입니다.,1.4,0.0
boostcamp-sts-v1-train-8567,nsmc-sampled,돈이 아까운 영화.,정말 우스꽝스러운 영화네요...,1.2,0.0
boostcamp-sts-v1-train-8568,nsmc-sampled,그냥 최고야.,더 이상 없을 것 같은데...,0.6,0.0
boostcamp-sts-v1-train-8569,nsmc-sampled,첫 번째 장면은 화살을 쏘고 점수를 주는 장면이다.,피라냐 도심을 폭격하는 장면과 주인공이 두 발로 피라냐를 차는 장면은 영화의 역사를 알리는 유명한 장면이다.,0.2,0.0
boostcamp-sts-v1-train-8570,slack-rtt,글씨로 그림을 넣으면 글씨처럼 될 수도 있고 날아갈 수도 있나요? ㅋㅋㅋ,"글씨로 그림을 넣으면 글씨가 없어질까요, 글씨가 없어질까요? ㅋㅋ",2.6,1.0
boostcamp-sts-v1-train-8571,petition-sampled,나는 체포 조사에 동의한다.,나는 소년법 폐지에 찬성한다.,0.4,0.0
boostcamp-sts-v1-train-8572,nsmc-sampled,두 시간이나 낭비되는 영화.,아 정말... 시간낭비인 영화;;,3.2,1.0
boostcamp-sts-v1-train-8573,slack-sampled,당신은 광교 투어를 위해 애플 스토어에 갈 건가요? ㅋㅋㅋ,<PERSON> 와 함께 강남 오피스 투어왔습니다!,0.4,0.0
boostcamp-sts-v1-train-8574,nsmc-sampled,올해 내가 본 것 중 가장 흥미로운 것.,중학교 때...파격적이고 흥미진진한 작품.,2.2,0.0
boostcamp-sts-v1-train-8575,petition-sampled,집은 새 집을 위해 예약되어야 한다.,"집값, 이자율, 재산세 부탁합니다.",0.8,0.0
boostcamp-sts-v1-train-8576,nsmc-rtt,하지만 이야기는 나쁘지 않다.,그래도 이야기는 나쁘지 않다.,4.2,1.0
boostcamp-sts-v1-train-8577,slack-sampled,여러 가지 이야기를 하는 게 너무 재미있어요 ㅋㅋ,나는 재미있는 이야기를 많이 들었다.ㅎㅎ,2.2,0.0
boostcamp-sts-v1-train-8578,petition-sampled,지역외상센터 예산지원,지역외상센터에 신청해주세요,3.8,1.0
boostcamp-sts-v1-train-8579,slack-rtt,"와, 보기만 해도 배가 불러요. 모두들 행복한 주말 보내세요!!","와, 보기만 해도 배가 불러요. 모두들 좋은 주말 보내세요!!",3.4,1.0
boostcamp-sts-v1-train-8580,petition-rtt,제가 요청한 것에 대해 시민들이 어떻게 반응하는지 보고 싶습니다.너무 힘들다,제 청원에 대한 시민들의 반응을 보고 싶은데 잘 보이지 않습니다.,4.2,1.0
boostcamp-sts-v1-train-8581,slack-sampled,와 키보드 너무 예쁘다!!!!,"세상에, 이 사진 솜씨는 정말 대단해!!!!",0.0,0.0
boostcamp-sts-v1-train-8582,slack-rtt,근데 너무 아쉽게 제가 같이 찍은 사진을 날려 먹었습니다. ㅠㅠ,아쉽게도 같이 찍은 사진이 날아갔어요. 울음,4.0,1.0
boostcamp-sts-v1-train-8583,slack-sampled,혹시 참여하실분 있으실까요??ㅎㅎ,나 도와줄 사람 없어? 울고 있어.,1.0,0.0
boostcamp-sts-v1-train-8584,petition-rtt,소상공인을 구해주세요.,소상공인을 돕습니다.,4.2,1.0
boostcamp-sts-v1-train-8585,petition-sampled,최저임금과 중소기업,공무원 급여 최저 임금과 연계,0.4,0.0
boostcamp-sts-v1-train-8586,nsmc-sampled,기억이 잘 안 나요.,별로 기억에 남지 않는,4.0,1.0
boostcamp-sts-v1-train-8587,slack-rtt,날씨가 좋아서 산책하고 있어요.,나는 날씨가 좋아서 산책을 한다.,4.0,1.0
boostcamp-sts-v1-train-8588,slack-rtt,ps5용이 있네요.,ps5용으로 가지고 있어요.,2.2,0.0
boostcamp-sts-v1-train-8589,petition-rtt,나는 국기를 어지럽혔다고 사법 기관을 고발하고 있다.,법 집행 기관에 의한 국기 불복종 기소.,0.4,0.0
boostcamp-sts-v1-train-8590,nsmc-sampled,나도 재밌게 봤어 ㅋㅋ,나는 그것을 정말 재미있게 봤다.,3.8,1.0
boostcamp-sts-v1-train-8591,nsmc-sampled,비현실적인 것으로 이야기를 만드는 것은 어렵다.,드라마를 비현실적인 세계로 완전히 각인시킨 작품.,1.2,0.0
boostcamp-sts-v1-train-8592,petition-rtt,"드루킹 댓글 조작, 특검!",댓글조작 특검이 공정한 사회가 되자!!!!,3.0,1.0
boostcamp-sts-v1-train-8593,slack-sampled,: 아일랜드어에서 유래하여 '잘생겼다'는 뜻을 가진 영어 이름을 추천합니다.,아일랜드어에서 유래하여 '잘생겼다'는 뜻을 가진 영어 이름을 추천합니다.,5.0,1.0
boostcamp-sts-v1-train-8594,nsmc-rtt,나카시마 미카의 비주얼이 아니었다면 큰일 날 뻔했다.,나카시마 미카의 비주얼이 좋지 않아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2.2,0.0
boostcamp-sts-v1-train-8595,slack-rtt,나는 결혼 준비와 가족의 CFO가 누가 될지에 대해 들었다.,"나는 결혼에 대한 이야기, 조언, 그리고 누가 가족의 CFO가 되어야 하는지에 대한 이야기를 들었다.",3.4,1.0
boostcamp-sts-v1-train-8596,slack-sampled,하늘만 볼 수 있는 걸 보니 적어도 롯데타워다.,당신은 작고 소중한 친구입니다.,0.0,0.0
boostcamp-sts-v1-train-8597,nsmc-sampled,재미있긴 한데 평점이 낮은 이유가 뭔가요?,재밌어요. 평점이 뭐야?,3.2,1.0
boostcamp-sts-v1-train-8598,slack-sampled,우리는 학교 얘기와 근황에 대해 재미있게 이야기했다.,우리는 운동기구 구입에 대한 이야기와 장비 사용에 대한 리뷰를 공유했습니다.,0.0,0.0
boostcamp-sts-v1-train-8599,nsmc-sampled,완벽한 계획이 더 웃기지 않나요?,너무 무리한 거 아니야?,0.0,0.0
boostcamp-sts-v1-train-8600,petition-sampled,나는 조두의 출소에 반대한다.,나는 조두순의 출소에 반대한다.,4.2,1.0
boostcamp-sts-v1-train-8601,petition-sampled,한부모소득기준을 올려주세요,한부모 가정의 소득 기준을 올려주세요!!,4.2,1.0
boostcamp-sts-v1-train-8602,petition-rtt,여성이 스스로를 방어할 의무가 없다면 남성이 군복무를 하는 한 국가를 위해 사회봉사를 하세요!!,여자가 병역의무를 다하지 못하면 남자의 병역만큼 나라를 위해 사회봉사를 하라!!,4.2,1.0
boostcamp-sts-v1-train-8603,nsmc-sampled,정말 좋은 이야기인 것 같아요.,그 이야기는 영화에 별로 중요하지 않은 것 같다.,1.0,0.0
boostcamp-sts-v1-train-8604,nsmc-sampled,어색한 원스 분위기...,참신한 아이디어지만 형편없는 시나리오...,0.0,0.0
boostcamp-sts-v1-train-8605,slack-rtt,좋은 시간 보내~~,좋은 시간 보내~~,3.2,1.0
boostcamp-sts-v1-train-8606,petition-sampled,"북 ""금강산 합동 문화공연 취소""...한밤중에 또 다른 일방통행 통보가 있습니다.","평창 동계올림픽 ""팀장 성추행""...또 다른 비난이 있다.",0.0,0.0
boostcamp-sts-v1-train-8607,slack-sampled,동감이다! ㅋㅋㅋ,나 등록했어!,0.4,0.0
boostcamp-sts-v1-train-8608,nsmc-sampled,느낌이 별로 안 좋아요.,출연자들의 이미지는 매우 중요합니다.,0.0,0.0
boostcamp-sts-v1-train-8609,nsmc-rtt,하지만 제 연기력에 조금 실망했던 것 같아요.,근데 연기력이 좀 쉬웠던 것 같아요.,3.0,1.0
boostcamp-sts-v1-train-8610,slack-rtt,우리 회사의 많은 사람들이 백신을 접종했고 날씨는 시원했다.,"요즘 우리 회사 사람들 많이 예방접종을 하고 있고, 날씨도 선선해요.",4.2,1.0
boostcamp-sts-v1-train-8611,petition-rtt,신분당선 호매실역 약속 지켜주세요,신분당선 호매실역에서 약속을 지켜주세요.,3.0,1.0
boostcamp-sts-v1-train-8612,slack-rtt,이것은 또한 바다 풍경입니다!,이것도 바다 풍경이야!,4.0,1.0
